"ID","Lake","Lake_type","ID_Art","Order","Suborder","Taxon_agg","Taxon","BD","ship_EM","ship_DM","ship_DM_I","DM_all","AFDM_all","LOM","ind_1","ind_2","ind_3","ind_4","ind_5","ind_6","ind_7","ind_8","ind_9","ind_10","ind_11","ind_12","ind_13","ind_14","ind_15","ind_16","no_ind","length_ind","M_ind","M_type"
1251,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.91,33.71,33.55,0.8,0.16,0.03,1.27,1.29,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.28,0.04,"AFDM"
1252,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.76,34.91,34.75,1.15,0.16,0.03,1.55,1.52,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.52,0.04,"AFDM"
1253,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.77,34.71,34.58,0.94,0.13,0.03,1.37,1.35,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.37,0.03,"AFDM"
1254,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",93.29,110.37,107.96,17.08,2.41,0.03,4.31,4.34,4.52,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.43,0.59,"AFDM"
1255,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",31.27,31.94,31.84,0.67,0.1,0.03,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.17,0.07,"AFDM"
1256,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.84,34.66,34.41,1.82,0.25,0.03,1.76,1.79,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.77,0.07,"AFDM"
1257,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.91,34.49,34.2,1.58,0.29,0.11,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.66,0.18,"AFDM"
1258,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.71,34.18,33.96,1.47,0.22,0.03,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.63,0.19,"AFDM"
1259,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.04,34.32,34.14,1.28,0.18,0.03,2.04,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.05,0.08,"AFDM"
1260,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.68,34.7,34.56,1.02,0.14,0.03,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.24,0.11,"AFDM"
1261,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.43,34.27,34.12,0.84,0.15,0.03,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.12,0.12,"AFDM"
1262,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",40.23,40.74,40.59,0.51,0.15,0.02,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.25,0.13,"AFDM"
1263,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.31,33.44,33.19,1.13,0.25,0.11,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.37,0.14,"AFDM"
1264,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.56,35.13,34.8,2.57,0.33,0.03,2.25,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.27,0.15,"AFDM"
1265,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.69,35.34,35,2.65,0.34,0.03,2.49,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.48,0.16,"AFDM"
1266,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.98,34.14,33.95,1.16,0.19,0.03,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.2,0.16,"AFDM"
1267,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",32.61,33.42,33.23,0.81,0.19,0.02,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.44,0.17,"AFDM"
1268,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.33,34.73,34.53,1.4,0.2,0.03,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.65,0.17,"AFDM"
1269,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",30.74,31.77,31.48,1.03,0.29,0.11,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.45,0.18,"AFDM"
1270,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",32.38,33.69,33.53,1.31,0.16,0.03,1.81,1.79,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.81,0.04,"AFDM"
1271,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",32.7,33.6,33.48,0.9,0.12,0.03,1.82,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.82,0.04,"AFDM"
1272,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.62,34.49,34.19,1.87,0.3,0.11,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.92,0.19,"AFDM"
1273,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.1,33.59,33.29,1.49,0.3,0.11,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.66,0.19,"AFDM"
1274,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",34.38,36.03,35.76,1.65,0.27,0.03,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.79,0.24,"AFDM"
1275,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",34.31,36.72,36.45,2.41,0.27,0.03,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.21,0.24,"AFDM"
1276,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.1,34.7,34.35,2.6,0.35,0.11,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.06,0.24,"AFDM"
1277,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",34.54,36.59,36.27,2.05,0.32,0.03,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.9,0.29,"AFDM"
1278,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",30.57,31.42,31.24,0.85,0.18,0.02,1.49,1.44,1.4,1.4,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.44,0.03,"AFDM"
1279,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",31.94,32.65,32.52,0.71,0.13,0.03,1.24,1.28,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.25,0.03,"AFDM"
1280,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",34.11,36.45,35.96,2.34,0.49,0.11,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.06,0.38,"AFDM"
1281,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",31.41,33.31,33.07,1.9,0.24,0.03,2.05,2.03,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.05,0.07,"AFDM"
1282,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",91.8,94.92,94.33,3.12,0.59,0.03,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.99,0.56,"AFDM"
1283,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",87.81,88.95,88.71,1.14,0.24,0.03,1.66,1.69,1.71,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.69,0.05,"AFDM"
1284,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",88.43,90.18,89.92,1.75,0.26,0.03,1.75,1.75,1.76,1.76,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.76,0.05,"AFDM"
1285,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.53,34.26,34.14,0.73,0.12,0.03,1.67,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.67,0.05,"AFDM"
1286,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.36,34.6,34.43,1.24,0.17,0.03,1.68,1.67,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.68,0.05,"AFDM"
1287,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.67,34.98,34.81,1.31,0.17,0.03,1.72,1.74,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.72,0.05,"AFDM"
1288,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",34.21,35.2,35.03,0.99,0.17,0.03,1.64,1.6,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.62,0.05,"AFDM"
1289,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",34.73,36.11,35.94,1.38,0.17,0.03,1.73,1.73,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.73,0.05,"AFDM"
1290,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.86,34.31,34.12,1.45,0.19,0.03,1.86,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.87,0.08,"AFDM"
1291,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.53,34.58,34.39,1.05,0.19,0.03,1.95,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.95,0.08,"AFDM"
1292,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.15,35.28,35,2.13,0.28,0.03,1.85,1.84,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.84,0.08,"AFDM"
1293,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.66,34.72,34.52,1.06,0.2,0.03,1.67,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.69,0.08,"AFDM"
1294,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.72,34.76,34.47,2.04,0.29,0.03,1.83,1.83,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.82,0.09,"AFDM"
1295,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",32.75,34.12,33.96,1.37,0.16,0.03,1.73,1.75,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.74,0.04,"AFDM"
1296,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.18,34.26,33.97,2.08,0.29,0.03,1.93,1.9,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.92,0.09,"AFDM"
1297,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.3,33.98,33.86,0.68,0.12,0.03,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.12,0.09,"AFDM"
1298,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",105.04,107.12,106.63,2.08,0.49,0.03,1.8,1.8,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.83,0.15,"AFDM"
1299,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",37.76,38.99,38.73,1.23,0.26,0.02,1.65,1.66,1.69,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.65,0.06,"AFDM"
1300,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.42,32.83,32.74,0.41,0.09,0.03,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.58,0.06,"AFDM"
1301,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",32.4,33.02,32.93,0.62,0.09,0.03,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.84,0.06,"AFDM"
1302,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.66,34.18,34.09,0.52,0.09,0.03,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.9,0.06,"AFDM"
1303,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.41,34.01,33.88,0.6,0.13,0.03,1.36,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.37,0.05,"AFDM"
1304,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",32.25,33.34,33.21,1.09,0.13,0.03,1.87,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.88,0.05,"AFDM"
1305,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.29,34.73,34.55,1.44,0.18,0.03,1.76,1.79,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.77,0.05,"AFDM"
1306,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",83.61,85.47,85.13,1.86,0.34,0.03,1.45,1.47,1.48,1.49,1.5,1.5,1.51,1.53,1.53,1.53,NA,NA,NA,NA,NA,NA,10,1.5,0.03,"AFDM"
1307,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",94.38,99.59,98.81,5.21,0.78,0.03,1.46,1.48,1.52,1.52,1.53,1.55,1.57,1.6,1.64,1.71,1.73,1.74,NA,NA,NA,NA,12,1.59,0.06,"AFDM"
1308,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",95.15,96.15,96.02,1,0.13,0.03,1.63,1.64,1.64,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.64,0.03,"AFDM"
1309,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",32.81,34.51,34.3,1.7,0.21,0.03,1.98,1.96,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.97,0.06,"AFDM"
1310,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.03,34.76,34.51,1.73,0.25,0.03,2.09,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.08,0.11,"AFDM"
1311,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.47,33.46,33.33,0.99,0.13,0.03,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.16,0.1,"AFDM"
1312,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.15,32.8,32.67,0.65,0.13,0.03,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.77,0.1,"AFDM"
1313,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.09,34.87,34.63,1.78,0.24,0.03,2.03,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.04,0.1,"AFDM"
1314,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.91,34.65,34.32,1.74,0.33,0.03,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.77,0.3,"AFDM"
1315,"Scharmützelsee","Deep dimictic lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",33.03,34.54,34.29,1.51,0.25,0.03,2.21,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.21,0.11,"AFDM"
1316,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",33.89,34.61,34.52,0.72,0.09,0.03,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.94,0.06,"AFDM"
1317,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.93,34.91,34.64,1.98,0.27,0.03,1.63,1.62,1.62,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.62,0.06,"AFDM"
1318,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",98.61,101.95,101.36,3.34,0.59,0.03,1.85,1.86,1.87,1.9,1.92,1.93,1.93,1.94,NA,NA,NA,NA,NA,NA,NA,NA,8,1.9,0.07,"AFDM"
1319,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.34,35.31,34.88,2.97,0.43,0.11,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.65,0.32,"AFDM"
1320,"Scharmützelsee","Deep dimictic lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",32.21,33.86,33.63,1.65,0.23,0.03,1.72,1.74,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.74,0.07,"AFDM"
1321,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",97.68,110.18,108.48,12.5,1.7,0.03,3.67,3.67,3.72,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.75,0.42,"AFDM"
1322,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",132.19,132.77,132.65,0.58,0.12,0.03,1.15,1.19,1.19,1.19,1.2,1.22,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.2,0.01,"AFDM"
1323,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",97.58,99.28,99.01,1.7,0.27,0.03,2.07,2.11,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.1,0.08,"AFDM"
1324,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",94.78,96.43,96.17,1.65,0.26,0.03,2.15,2.15,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.16,0.08,"AFDM"
1325,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",115.6,116.47,116.37,0.87,0.1,0.03,0.95,0.96,0.99,1.01,1.02,1.03,1.04,1.05,1.05,1.06,1.06,1.06,1.08,1.09,NA,NA,14,1.03,0.01,"AFDM"
1326,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",92.85,104.39,102.56,11.54,1.83,0.03,3.25,3.32,3.33,3.44,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.37,0.36,"AFDM"
1327,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",103.89,106.15,105.67,2.26,0.48,0.03,1.14,1.14,1.16,1.18,1.19,1.24,1.38,1.38,1.39,1.4,1.44,NA,NA,NA,NA,NA,11,1.28,0.04,"AFDM"
1328,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",111.44,112.55,112.4,1.11,0.15,0.03,1.25,1.25,1.27,1.29,1.29,1.31,1.31,1.32,1.33,1.39,NA,NA,NA,NA,NA,NA,10,1.3,0.01,"AFDM"
1329,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",87.63,89.52,89.16,1.89,0.36,0.03,2.77,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.8,0.17,"AFDM"
1330,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",112.51,117.1,116.54,4.59,0.56,0.03,2.11,2.12,2.13,2.31,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.21,0.11,"AFDM"
1331,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",126.48,132.24,131.34,5.76,0.9,0.03,2.25,2.25,2.27,2.27,2.31,2.32,2.34,2.34,NA,NA,NA,NA,NA,NA,NA,NA,8,2.29,0.11,"AFDM"
1332,"Schulzensee","Shallow lake",5354,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus albus","SW",85.53,89.94,89.4,4.41,0.54,0.03,2.48,2.52,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.54,0.17,"AFDM"
1333,"Schulzensee","Shallow lake",5356,"Gastropoda","Gastropoda","Gyraulus sp.","Gyraulus crista","SW",85.22,88.25,87.75,3.03,0.5,0.03,2.56,2.58,2.6,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6,0.12,"AFDM"
1334,"Scharmützelsee","Deep dimictic lake",5483,"Gastropoda","Gastropoda","Hippeutis complanatus","Hippeutis complanatus","SW",32.98,33.6,33.41,0.62,0.19,0.02,1.29,1.26,1.2,1.26,1.27,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.26,0.03,"AFDM"
1335,"Schulzensee","Shallow lake",5483,"Gastropoda","Gastropoda","Hippeutis complanatus","Hippeutis complanatus","SW",97.45,99.02,98.6,1.57,0.42,0.03,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,NA,NA,NA,NA,NA,11,1.4,0.04,"AFDM"
1336,"Schulzensee","Shallow lake",5483,"Gastropoda","Gastropoda","Hippeutis complanatus","Hippeutis complanatus","SW",86.82,89.26,88.85,2.44,0.41,0.03,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,NA,NA,NA,NA,NA,11,1.5,0.03,"AFDM"
1337,"Schulzensee","Shallow lake",5483,"Gastropoda","Gastropoda","Hippeutis complanatus","Hippeutis complanatus","SW",92.69,93.83,93.63,1.14,0.2,0.03,1.6,1.6,1.6,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.61,0.03,"AFDM"
1338,"Scharmützelsee","Deep dimictic lake",5483,"Gastropoda","Gastropoda","Hippeutis complanatus","Hippeutis complanatus","SW",32.55,33.08,32.94,0.53,0.14,0.02,1.36,1.34,1.32,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.35,0.03,"AFDM"
1339,"Scharmützelsee","Deep dimictic lake",5483,"Gastropoda","Gastropoda","Hippeutis complanatus","Hippeutis complanatus","SW",31.79,32.38,32.31,0.59,0.07,0.02,1.93,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.93,0.03,"AFDM"
